Исходные данные,Референс,Классификатор
оружие H5-52-BWLI-9149 ,оружие AM-27-UIVC-0386 ,0
тиски K8-17-9JLO-0900 Полупроводниковый,станция K8-17-9JLO-0900 ,1
гидростатика 8Z-13-KXJ0-1223 Оптический,такометр 8Z-13-KXJ0-1223 Ядерный,1
шпатель ZA-30-MIIB-2876 ,шпатель 7Q-95-VZK5-9057 ,0
цанга OK-02-9N3X-4364 ,цанга YS-31-49G0-5205 ,0
уровень ZV-53-QXMQ-1395 ,уровень XZ-27-VY6L-1582 ,0
опробование MZ-38-V8JS-3756 ,опробование DG-41-6NGR-9890 ,0
бита CK-01-Q20C-9270 ,бита 3K-82-QETD-5102 ,0
опробование 5K-20-M6Z0-4029 ,опробование PD-11-9M2E-9447 ,0
трапеция C4-76-PZ0O-0550 Тепловой,трапеция 07-17-0D8J-7942 Тепловой,0
лента NX-17-DQOI-1048 ,лента NX917-DQOI-1048 ,0
моделирование 51-12-48YW-5660 Генетический,шуруповерт 51-12-48YW-5660 Газодинамический,1
игла FT-45-ACQD-9920 Радиотехнический,игла F4-45-ACQD-9920 Радиотехнический,0
гидрамеханика 2R-36-K66K-6306 Гальванический,гидрамеханика AF-47-J2O5-3060 Газодинамический,0
двутавр 3N-54-S33G-5681 Биомедицинский,двутавр 39-54-S33G-5681 ,0
тара L7-21-BFIW-3348 Криогенный,датчик L7-21-BFIW-3348 Расчетный,1
полумесяц EC-78-Y8L3-0704 ,аттестация EC-78-Y8L3-0704 ,1
отвертка X9-34-ROCN-2863 ,отвертка X2-03-F42P-4931 ,0
гирокомпас DA-48-3JDU-8326 Радиотехнический,нож DA-48-3JDU-8326 Аэродинамический,1
фонарь GY-96-GJYZ-3099 ,фонарь GY-96-GJYZ-0099 ,0
рычаг 58-19-194Z-0534 ,рычаг TV-90-DMAX-5006 ,0
уровень NZ-10-CKTW-8069 ,уровень NZ-10-6KTW-8069 ,0
врезка 5B-05-5Z2H-6750 ,врезка FV-23-H4QI-6319 ,0
вал EJ-37-W0Q9-1404 Конструктивный,гидростатика EJ-37-W0Q9-1404 ,1
переименование T8-32-I1AP-7550 ,переименование T8-321I1AP-7550 ,0
катушка KS-78-LQO8-4660 ,катушка KS-78-LQO8-4670 ,0
тренога 5I-42-0KUF-3710 Архитектурный,имитация 5I-42-0KUF-3710 Расчетный,1
гидростатика S0-68-15ZF-0472 Радиолокационный,гидростатика 99-80-M4IH-2504 Радиолокационный,0
диспергирование 3N-52-WWYI-6309 Эргономический,имитация 3N-52-WWYI-6309 ,1
тиски 11-24-Z1BL-6283 Радиолокационный,аналитика 11-24-Z1BL-6283 Конструктивный,1
врезка VY-40-C4T5-5459 ,пассатижи VY-40-C4T5-5459 ,1
олово LT-62-ZLJ2-3500 ,олово LT-62-ZLJ2-6500 ,0
щетка XW-49-1B24-0249 Исследовательский,дырокол XW-49-1B24-0249 ,1
спарка 12-23-ZSAC-9665 Электрический,спарка OS-84-PH9Q-3861 Электрический,0
компрессор EJ-95-SMDA-0170 Криогенный,молоток EJ-95-SMDA-0170 ,1
субкультура 1A-03-9Z6Y-2754 ,субкультура 11-03-9Z6Y-2754 ,0
гирокомпас FE-45-T9KJ-9586 Металлургический,гирокомпас 6E-01-3UQE-1464 Пневматический,0
вихрь T5-86-VEFK-5591 Пневматический,вихрь T5-86-5EFK-5591 Пневматический,0
эксперимент W9-46-A7NC-2286 Компьютерный,эксперимент DU-15-008G-3173 Компьютерный,0
плоскогубцы 60-47-5KW4-9377 Вибрационный,плоскогубцы 60-47-5KW4-9377 ,1
паста JS-40-FIAX-3444 ,паста 03-87-PDZ4-6894 ,0
такометр 6N-46-K7XS-4932 Эргономический,расчет 6N-46-K7XS-4932 ,1
компрессор WG-57-U19S-3219 ,компрессор WG-57-U19S-3289 ,0
шпатель AA-48-0DTH-4679 ,последовательность AA-48-0DTH-4679 ,1
тара GS-72-9LJ9-5799 Гальванический,тара GS-72-9LJ9-5799 ,1
имитация V7-63-VBSD-1681 Лазерный,имитация CW-50-C3WG-1607 Лазерный,0
жесткость FE-28-H1ED-6360 Энергетический,жесткость FE-28-H1ED-6360 ,1
цанга CX-77-53II-5281 Пневматический,цанга CX-77-53II-5281 ,1
градусник Z8-89-Z40O-0450 ,градусник Z8-89-Z00O-0450 ,0
симуляция TY-89-JDOX-2903 ,симуляция TY-89-JDOX-6903 ,0
щетка XA-83-HBTB-7027 Метрологический,олово XA-83-HBTB-7027 ,1
крестовина SG-93-OTC2-9043 ,крестовина SG-93-OTC2-9063 ,0
трапеция 0O-05-YG86-8716 Гальванический,трапеция 0O-05-YG86-8716 ,1
пассатижи OI-70-C61E-0159 ,пассатижи 97-97-NJXD-9127 ,0
щетка Z6-24-ANP9-7718 ,щетка Z6-24-AN49-7718 ,0
вихрь 4T-43-X2XI-7147 ,вихрь 4T-43-X2XI-7347 ,0
холодильник 8J-00-8R17-0437 Робототехнический,холодильник 2M-96-DZWK-8380 Робототехнический,0
трапеция KN-37-T4ZZ-5481 Микробиологический,тренога KN-37-T4ZZ-5481 ,1
уровень 0M-41-1QSN-4369 Гидравлический,уровень 0M-41-1QSN54369 Гидравлический,0
вал 5N-27-MWF8-7099 Микробиологический,вал 5N-27-MWF8-7099 Проектировочный,1
переименование 23-95-G4R1-3081 ,переименование QC-86-9ZL9-5328 ,0
молоток 4G-26-IMMA-8287 ,молоток 4G-26-IMMA-8247 ,0
такометр T0-23-WKHM-3278 ,такометр T0-63-WKHM-3278 ,0
краскопульт C5-50-S2F0-5822 ,краскопульт C5-50-S7F0-5822 ,0
трапеция RY-59-2LO2-2143 Оптический,фильтр RY-59-2LO2-2143 ,1
рулетка 0L-06-B7JV-1655 ,рулетка 0L-06-B77V-1655 ,0
врезка Z3-50-E04I-6318 Автоматический,врезка Z3-50-E04I-6318 ,1
полумесяц HC-52-8T1V-4894 ,полумесяц VH-59-GWVY-6087 ,0
паста OP-99-WUY7-4789 Расчетный,нож OP-99-WUY7-4789 Механический,1
якорь GC-30-P6CN-9144 Автоматический,якорь GC-30-P6CN-9144 Гидравлический,1
аргон RP-77-MNNE-9471 Ядерный,симуляция RP-77-MNNE-9471 Фотографический,1
датчик RZ-46-UWOY-2453 Механический,датчик RZ-46-U8OY-2453 ,0
тиски WM-34-2N81-0974 Электрический,тиски WM-34-2N81-0974 Силовой,1
врезка WP-85-N35B-7938 Оптический,врезка WP-85-N35B-7938 Тепловой,1
якорь EK-63-ZXCY-7100 ,якорь P8-49-CD11-9739 ,0
настой B8-35-XYP1-1043 Гидравлический,такометр B8-35-XYP1-1043 Вибрационный,1
паяльник 9L-22-IXOC-7416 ,паяльник OG-20-SZIK-4826 ,0
клещ YI-46-0NR7-4824 Термический,клещ 03-33-YGJ4-7125 Термический,0
шкала MQ-19-JQCI-6331 Расчетный,шкала MQ-19-JQ5I-6331 Расчетный,0
паста EI-23-J8ZE-1457 Нанотехнологический,паста F1-26-TR2Y-4569 Нанотехнологический,0
реостат ZP-53-N5NY-8215 ,реостат ZP-53-N6NY-8215 ,0
электродвигатель BM-82-4CH0-0631 ,электродвигатель 7P-84-6JJG-5681 ,0
циркуль WI-71-03RF-1831 Микробиологический,циркуль WI-71-03RF-6831 Микробиологический,0
тиски AO-62-AQ5H-1602 Радиотехнический,реостат AO-62-AQ5H-1602 Радиотехнический,1
структурирование SQ-35-P0TV-8526 ,структурирование Z8-82-1NPC-1026 ,0
краскопульт 2Y-26-TL8M-8461 Полупроводниковый,аттестация 2Y-26-TL8M-8461 ,1
цанга P0-78-XC45-4921 Радиотехнический,краскопульт P0-78-XC45-4921 ,1
краскопульт SH-94-H1OZ-2827 ,краскопульт YL-03-TSYR-9083 ,0
амортизация 7W-71-BV49-9748 ,амортизация 76-71-BV49-9748 ,0
гидрамеханика 0B-89-VHVH-4183 ,гидрамеханика 0B-89-VHVH-4123 ,0
рулетка 97-06-LLYP-9192 ,рулетка SU-14-7OF2-5584 ,0
аналитика HI-67-2RZJ-9472 ,аналитика H4-67-2RZJ-9472 ,0
аргон JZ-91-B2JF-7919 Оптический,аргон JZ-91-B2JF-7919 ,1
идеализация UR-53-THTC-2640 ,идеализация 0C-34-KQLK-5815 ,0
вихрь BH-10-26AA-1514 ,вихрь I5-00-1SRX-5660 ,0
уровень YY-28-9V1B-8061 ,уровень SP-37-ZKUC-0028 ,0
тиски YU-16-PK7D-0325 Акустический,градусник YU-16-PK7D-0325 ,1
шкала MN-85-UCXK-6731 ,шкала MN-82-UCXK-6731 ,0
уровень Z1-26-KM1Z-3459 ,уровень Z1-26-KM1Z-3459 ,1
тренога TF-98-4JEU-8715 ,тренога TF798-4JEU-8715 ,0
лагерь KN-19-JVUJ-1175 Энергетический,лагерь KN-19-JVUJ-1175 Регулирующий,1
уровень HI-37-FE7J-0895 Газодинамический,уровень ER-24-UHOJ-5585 Газодинамический,0
дырокол 6V-64-DU93-0607 Биомедицинский,трапеция 6V-64-DU93-0607 ,1
стамеска BJ-35-80C7-6556 Генетический,фильтр BJ-35-80C7-6556 ,1
фонарь G2-32-H7M6-6894 Кибернетический,фонарь G2-32-17M6-6894 Кибернетический,0
вихрь R1-87-FO8W-1356 ,вихрь 75-15-DHNE-1536 ,0
пила MF-86-OJ0M-2825 Термический,нож MF-86-OJ0M-2825 Термический,1
двигатель R7-69-SS8D-5528 ,двигатель R7-69-SS85-5528 ,0
якорь 3F-05-LF6Z-7444 ,гидростатика 3F-05-LF6Z-7444 ,1
антенна YH-55-LVK8-7591 Кинематический,антенна 55-33-5ODN-8871 Кинематический,0
оврископ 12-93-IYFL-8620 ,оврископ 12-73-IYFL-8620 ,0
нож RE-89-UO4C-6038 ,нож RE-89-UO4C-6138 ,0
жесткость S0-40-WIV4-8575 ,жесткость GE-44-29YP-0748 ,0
детектор TT-99-W9IZ-6160 Гидравлический,пульсометр TT-99-W9IZ-6160 Регулирующий,1
цанга HJ-18-HNC9-0837 Механический,реостат HJ-18-HNC9-0837 ,1
рулетка LS-97-YB92-2270 ,рулетка SD-12-S6B0-5933 ,0
крестовина MA-13-BM34-3901 Лазерный,крестовина MA-13-BM34-3901 ,1
субкультура 4N-00-M6CD-0142 Электрический,субкультура 4N-00-M6CD-0142 ,1
струновка G5-79-GR3S-1960 ,струновка G5-79-GR39-1960 ,0
уровень 9W-37-YL54-4253 ,уровень K6-98-HICW-4073 ,0
нож WJ-41-0P17-5229 Гидравлический,нож Q3-99-V3GP-9949 Гидравлический,0
клапан YM-84-IKIY-5461 Криогенный,тренога YM-84-IKIY-5461 Автоматический,1
клепка WE-67-L9DI-8076 Фотографический,темномер WE-67-L9DI-8076 Эргономический,1
симуляция 5H-70-ZQCH-8866 ,симуляция 5H-70-ZQ3H-8866 ,0
паяльник 4H-39-CJS2-3395 Акустический,нож 4H-39-CJS2-3395 ,1
циркуль Z6-89-54ZX-9608 ,циркуль Z6-85-54ZX-9608 ,0
катушка SA-62-CIDA-7443 Радиотехнический,катушка AO-31-6PLQ-5115 Радиотехнический,0
гидростатика LZ-03-LWTB-4468 ,гидростатика HA-98-1DDL-1721 ,0
электросверло 7S-41-EMGH-2421 ,электросверло 7S-41-EMGH92421 ,0
отвертка 43-03-CZ4F-0867 ,структурирование 43-03-CZ4F-0867 ,1
энтузиазм F5-08-YEO1-5812 Вибрационный,циркуль F5-08-YEO1-5812 ,1
аппаратура OJ-38-3TQU-8549 Криогенный,полумесяц OJ-38-3TQU-8549 ,1
нож U2-49-UZ8V-6422 Нанотехнологический,амортизация U2-49-UZ8V-6422 ,1
фильтр KU-38-OEAM-8636 Металлургический,плоскогубцы KU-38-OEAM-8636 ,1
амортизация RE-19-P3EH-0469 Автоматический,молоток RE-19-P3EH-0469 Тепловой,1
клапан 8Q-76-DCK9-8305 ,клапан 1E-02-6JSQ-4578 ,0
пилка HQ-02-UZA1-0370 Технический,термометр HQ-02-UZA1-0370 Сверхпроводящий,1
молоток 58-41-GXXZ-1236 Тепловой,субкультура 58-41-GXXZ-1236 Экологический,1
отвертка JQ-85-N0YD-9271 Гальванический,отвертка JQ-85-N0YD-9271 ,1
паста 33-08-4RFG-1767 Пневматический,анализатор 33-08-4RFG-1767 ,1
уровень QH-39-DCSR-7199 Термический,уровень 9U-80-QEOC-0679 ,0
энтузиазм JK-95-ROMU-5074 Оптический,катушка JK-95-ROMU-5074 ,1
катушка AD-45-7W44-6616 Фотографический,катушка AD345-7W44-6616 Фотографический,0
темномер IV-26-Q766-1689 Геотехнический,темномер IV-26-Q766-1689 ,1
аргон AO-26-VX51-4938 ,аргон 60-83-3864-7717 ,0
двутавр RH-29-P247-8939 Оптический,двутавр RH-29-P247-0939 Оптический,0
холодильник UJ-28-BJQ2-6120 ,ассоциация UJ-281BJQ2-6120 ,0
структурирование PA-61-988G-6990 ,аттестация NM-32-0YA1-5888 ,0
эксперимент N1-33-SM8R-1450 ,эксперимент 91-33-SM8R-1450 ,0
струновка 0G-90-DDAH-6903 ,струновка ET-57-O9RV-9973 ,0
диспергирование 47-35-U1GJ-1632 Телекоммуникационный,диспергирование 47-35-U1GJ-1632 Нанотехнологический,1
клещи FW-74-0QKK-5623 Энергетический,цилиндр FW-74-0QKK-5623 ,1
станция CP-68-D5L9-4163 Вибрационный,анализатор CP-68-D5L9-4163 Безопасностный,1
лагерь HE-16-C8UI-4495 Робототехнический,лагерь HE-16-C8UI-4495 ,1
тара Z1-08-FVN0-5246 ,тара JW-45-J05S-7872 ,0
шпатель KZ-54-7HS9-4818 Термический,отвертка KZ-54-7HS9-4818 Радиочастотный,1
уровень 0Z-95-JMMH-8447 Тепловой,стамеска 0Z-95-JMMH-8447 Метрологический,1
