Исходные данные,Референс,Классификатор
фильтр IN-96-HZEX-0658 ,фильтр IN596-HZEX-0658 ,0
врезка B5-81-539R-3756 Пневматический,врезка B5-81-539R-3756 Биомедицинский,1
тент OT-40-VKDG-1797 Компьютерный,кисточка OT-40-VKDG-1797 ,1
игла 05-20-2QFR-4292 ,игла 18-24-E4G5-6433 ,0
структурирование 9B-27-49Y9-8615 ,циркуль 9B-27-49Y9-8615 ,1
станция 3S-46-7SP5-5964 Электрический,проточка 3S-46-7SP5-5964 ,1
расчет D0-37-R9HL-7410 Ядерный,краскопульт D0-37-R9HL-7410 Криогенный,1
такометр EI-99-KVT4-7560 Робототехнический,водоснабжение EI-99-KVT4-7560 Робототехнический,1
пила ZT-56-14I7-5597 ,электросверло ZT-56-14I7-5597 ,1
якорь GA-49-MY91-7033 Силовой,клепка GA-49-MY91-7033 ,1
ключ W8-39-9G34-7986 Радиотехнический,уровень W8-39-9G34-7986 ,1
паста YN-36-TWGQ-0733 ,паста JV-19-IP56-9543 ,0
последовательность NG-70-B3R1-8669 ,последовательность NG-40-B3R1-8669 ,0
сварка P3-50-64MC-4487 Лазерный,сварка P3-50-64MC-4487 ,1
моделирование I3-09-EBFU-8907 Архитектурный,катушка I3-09-EBFU-8907 Вибрационный,1
шуруповерт 1S-66-D84L-5547 Акустический,шуруповерт 94-79-CR6J-7788 Акустический,0
кисточка KH-98-40V0-3993 Технический,циркуль KH-98-40V0-3993 ,1
компрессор L3-14-CMGH-3257 Энергетический,компрессор L3-14-2MGH-3257 Силовой,0
полумесяц 1D-45-IQHO-8344 ,полумесяц UQ-55-P01W-9748 ,0
темномер V9-52-6PA5-6571 Кибернетический,темномер V9-52-6PA5-6571 Технический,1
цилиндр JP-97-9FZZ-1701 Биотехнологический,цилиндр JP-97-9FZZ-1701 Робототехнический,1
струновка YW-21-LADM-3524 Фотографический,реостат YW-21-LADM-3524 ,1
холодильник FI-45-4LMJ-6791 Оптический,двигатель FI-45-4LMJ-6791 Метрологический,1
градусник FH-81-OD9M-7891 Радиочастотный,шпатель FH-81-OD9M-7891 Телекоммуникационный,1
имитация MA-09-QEEH-4832 ,турбулентность M1-09-QEEH-4832 ,0
пульсометр H4-86-UJRR-1399 Генетический,вихрь H4-86-UJRR-1399 Электрический,1
цилиндр 8X-57-2CIV-2829 Газодинамический,цилиндр 8X-57-2CIV-4829 Газодинамический,0
аргон RX-25-MEYN-5132 Управляющий,кисточка RX-25-MEYN-5132 Расчетный,1
водоснабжение AR-30-GALW-2635 ,водоснабжение 5Y-73-3M27-3670 ,0
тиски WZ-92-3C1A-8598 Регулирующий,тиски WZ-92-9C1A-8598 Регулирующий,0
ассоциация 09-39-PY8A-8887 Робототехнический,пилка 09-39-PY8A-8887 ,1
оружие FH-03-8H98-0705 ,оружие FH-03-8H88-0705 ,0
аналитика SY-93-XQYT-4328 ,водоснабжение SY-93-XQYT-4328 ,1
молоток JF-66-F28V-4337 Пневматический,молоток 5G-23-G1K8-5148 Пневматический,0
шкала M5-38-8ZOP-8647 Расчетный,шкала M5-38-8ZOP-8647 ,1
антенна 64-18-G0TA-6912 Нанотехнологический,гвоздодер 64-18-G0TA-6912 ,1
детектор 16-09-O1ZL-1324 Аэродинамический,детектор 16-00-O1ZL-1324 Аэродинамический,0
клещи KO-15-Y3N2-7330 ,гидростатика KO-15-Y3N2-7330 ,1
темномер 35-02-1PXT-0955 ,проточка 35-02-1PXT-0955 ,1
двигатель A5-16-KDM8-4218 ,двигатель A5-16-KDM5-4218 ,0
имитация MA-14-C22Z-3529 ,имитация S4-76-MBHT-7730 ,0
нож 2V-85-4MXP-1373 ,крюки 2V-85-4MXP-1373 ,1
энтузиазм O7-13-SXWD-7802 Кинематический,дырокол O7-13-SXWD-7802 Экологический,1
эксперимент 4X-83-TRFI-4864 ,эксперимент 0U-17-OA4P-2732 ,0
оврископ JG-87-924X-4081 ,оврископ JG-87-920X-4081 ,0
пассатижи UO-64-HIXT-5302 Металлургический,пассатижи UO-64-HIXT-5302 Ядерный,1
кисточка CS-57-IGH5-9660 Компьютерный,термометр CS-57-IGH5-9660 Криогенный,1
темномер 3Y-64-JVI1-3113 ,темномер 8Y-64-JVI1-3113 ,0
термометр E7-45-OVSC-1021 ,термометр E7-45-OVSC-6021 ,0
симуляция O4-32-YOMX-7823 ,симуляция 1W-92-60YH-4664 ,0
шпатель I9-03-A46T-3676 Энергетический,холодильник I9-03-A46T-3676 ,1
крюки I7-68-WY4G-3712 Исследовательский,имитация I7-68-WY4G-3712 ,1
лента 0Q-12-ASZF-6476 ,лента Y1-37-4T8Q-6694 ,0
шпатель CX-80-3DY2-9456 ,шпатель CX-80-3DY279456 ,0
симуляция T8-12-EJHD-9797 Микробиологический,гирокомпас T8-12-EJHD-9797 Фотографический,1
компрессор DM-57-X8R5-2215 Металлургический,рельс DM-57-X8R5-2215 Биомедицинский,1
электросверло WF-99-3PL8-8529 Металлургический,электросверло WF-99-3PL8-8129 Металлургический,0
клещ 18-61-LSTE-6120 Металлургический,клещ SM-00-CS9J-4439 Металлургический,0
уровень JX-38-1RJ7-2019 Пневматический,спарка JX-38-1RJ7-2019 ,1
настой 0K-48-GR2K-9809 Нанотехнологический,аргон 0K-48-GR2K-9809 ,1
стамеска KK-42-G2YI-7018 ,стамеска UH-22-BB8D-5894 ,0
расчет 0E-04-56F1-3752 ,расчет 0E-04-56F1-3752 ,1
цилиндр YK-80-LNEF-6038 Телекоммуникационный,переименование YK-80-LNEF-6038 ,1
пила D3-20-7LUG-7342 Экологический,отвертка D3-20-7LUG-7342 ,1
последовательность F6-02-0KY2-7850 Пневматический,клещ F6-02-0KY237850 Пневматический,0
оружие 4H-56-FDZP-4431 Нанотехнологический,оружие 4H-56-FDZP-4431 ,1
струновка 49-30-D50G-9983 Проектировочный,струновка 49-30-D50G-9983 Микробиологический,1
бита UZ-55-78CZ-8935 Расчетный,бита UZ-55-78CZ-8935 Газодинамический,1
катушка 5Q-63-610D-9393 ,катушка 5Q-63-6100-9393 ,0
якорь ZI-34-9YU7-4904 ,проточка ZI-34-9YU7-4904 ,1
гвоздодер 6X-75-XTYE-7461 ,гвоздодер 6X-85-XTYE-7461 ,0
полумесяц DS-13-PWHC-4536 ,полумесяц HA-33-58CY-0137 ,0
крюки DX-71-78GX-7111 ,крюки DX-71-78G4-7111 ,0
молоток EW-92-0L6N-8202 Аэродинамический,пилка EW-92-0L6N-8202 Аэродинамический,1
электросверло PG-51-AGKK-2668 Управляющий,электросверло PG-51-AGKK-2668 Телекоммуникационный,1
электросверло JV-72-JF1Q-4856 ,электросверло KP-66-T17W-4545 ,0
такометр SF-63-UZ25-8511 Электрический,врезка SF-63-UZ25-8511 Радиолокационный,1
лагерь V6-58-P382-9087 ,лагерь V2-58-P382-9087 ,0
двутавр WY-71-JVJ0-7150 Силовой,последовательность WY-71-JVJ0-7150 Силовой,1
тиски N1-40-LUJ7-4244 ,тиски N1-40-LU97-4244 ,0
вал 24-24-SQX8-6715 ,вал XN-10-72MJ-6384 ,0
антенна 4X-36-KJX6-1442 ,отвертка 4X-36-KJX6-1442 ,1
циркуль FQ-81-VX8N-4369 Нанотехнологический,краскопульт FQ-81-VX8N-4369 ,1
моделирование RV-33-EJZP-2675 Аэродинамический,моделирование RV-33-EJZP-2675 Лазерный,1
спарка 3V-14-09CV-6094 ,аппаратура 3V-14-09CV-6094 ,1
якорь DF-41-L6C5-0047 Силовой,якорь M6-83-HNR7-0276 Силовой,0
аттестация QV-11-B6SJ-1366 ,аттестация 4I-91-7QLR-2173 ,0
доска 2J-58-SQ5I-3661 Сверхпроводящий,доска 2J-58-1Q5I-3661 Сверхпроводящий,0
молоток HF-63-L4YN-7085 ,молоток H9-63-L4YN-7085 ,0
крюки X2-42-DWB0-6028 Технический,бита X2-42-DWB0-6028 ,1
шкала 4N-40-O14U-6536 Силовой,ключ 4N-40-O14U-6536 ,1
фонарь 8J-59-VG1F-1087 Радиочастотный,кисточка 8J-59-VG1F-1087 ,1
оружие RQ-64-KNP1-7894 ,оружие RQ-64-KNP0-7894 ,0
такометр BQ-39-V8F9-7846 ,такометр 6Q-39-V8F9-7846 ,0
струновка U6-18-DPK7-7331 Акустический,ключ U6-18-DPK7-7331 Тепловой,1
доска 6B-42-E2L2-7091 Гидравлический,рельс 6B-42-E2L2-7091 Термический,1
холодильник DX-12-USEH-8442 Компьютерный,холодильник 08-63-8WQJ-1709 Компьютерный,0
субкультура YU-42-XIP8-8402 Металлургический,крюки YU-42-XIP8-8402 Биотехнологический,1
уровень 33-37-6ODS-2885 ,уровень 33-37-9ODS-2885 ,0
лагерь EN-74-U953-1379 Проектировочный,цилиндр EN-74-U953-1379 ,1
каталогизация UE-79-AWTP-9786 ,каталогизация WY-11-X763-2587 ,0
пассатижи QV-04-1T19-2449 Регулирующий,детектор QV-04-1T19-2449 Лазерный,1
аттестация 76-14-6BJP-0509 Электрический,лента 76-14-6BJP-0509 Криогенный,1
имитация 0Q-36-51C2-5627 ,имитация M7-29-4FUR-2109 ,0
анализатор 96-19-JK6T-8063 ,анализатор BM-66-EDYA-5879 ,0
расчет 0Z-39-7ZM2-9859 ,расчет IQ-76-FI40-6701 ,0
шпатель PM-19-NSE2-1878 ,шпатель 3X-30-GI30-6785 ,0
рельс CW-33-AI9L-7837 Робототехнический,ключ CW-33-AI9L-7837 Полупроводниковый,1
компрессор L1-03-CIUN-7677 Сверхпроводящий,структурирование L1-03-CIUN-7677 Оптический,1
имитация 3M-83-56NQ-3783 Аэродинамический,имитация 5J-42-V1QP-6116 Аэродинамический,0
структурирование N6-90-YSWI-7406 Вибрационный,структурирование LF-44-X20L-1851 ,0
лагерь DA-58-BNC0-8693 Химический,турбулентность DA-58-BNC0-8693 ,1
каталогизация WA-68-TFWX-0474 Механический,каталогизация 3A-68-TFWX-0474 Механический,0
моделирование SC-48-CXH1-6152 Энергетический,моделирование GC-50-I4I5-9564 Энергетический,0
кисточка EL-04-TQV9-4071 ,кисточка EL-04-T4V9-4071 ,0
симуляция H0-12-T36G-4603 Экологический,симуляция H0-12-T36G-4603 ,1
субкультура WS-92-YGP2-8985 Пневматический,субкультура 0S-92-YGP2-8985 Пневматический,0
игла O0-56-QRMC-7535 Полупроводниковый,игла O0-56-QRMC-7535 ,1
амортизация II-27-V24K-7042 Кибернетический,лента II-27-V24K-7042 ,1
паяльник MT-26-K6MY-3006 Гидравлический,вал MT-26-K6MY-3006 Аэродинамический,1
катушка KO-44-CB4M-9661 Металлургический,анализатор KO-44-CB4M-9661 Металлургический,1
опробование 3D-67-JG37-5593 Геотехнический,водоснабжение 3D-67-JG37-5593 ,1
уровень EX-11-I1WS-4997 Ядерный,уровень UN-57-LTT2-2178 Ядерный,0
цилиндр ZK-30-0SSK-9317 Тепловой,цилиндр ZK-30-0SSK-9317 ,1
водоснабжение K4-69-ITNP-8387 Гидравлический,водоснабжение K4-691ITNP-8387 Гидравлический,0
краскопульт 5K-25-F5XH-0654 Криогенный,краскопульт 5K-25-F5XH-0954 Криогенный,0
пассатижи 84-37-KXTZ-5457 Проектировочный,уровень 84-37-KXTZ-5457 Проектировочный,1
гидрамеханика 6D-30-2I2I-9673 Радиотехнический,гидрамеханика 6D-30-2I2I-9073 Радиотехнический,0
нож GQ-14-ECH5-0031 Микробиологический,нож JW-00-3GE0-8798 Микробиологический,0
имитация 9Z-31-8ZJW-9314 ,имитация 1S-86-RYCR-2506 ,0
расчет HJ-03-SH8K-1859 ,расчет 1I-22-B2RK-3307 ,0
отвертка 8O-75-4CQE-5532 Пневматический,отвертка 8O-75-4CQE-5532 ,1
ассоциация GA-97-HTFG-0006 Проектировочный,ассоциация GA-97-HTFG-0006 Проектировочный,1
тренога 5G-35-SLSO-9162 Электрический,тренога 5G-35-SLSO39162 Электрический,0
лента 8E-25-3XFH-9580 Расчетный,лента HI-91-ZCN6-2085 Лазерный,0
паста XM-45-IT69-1806 Метрологический,паста XM-45-IT6951806 Метрологический,0
диспергирование C6-03-TX2Z-7938 Управляющий,шкала C6-03-TX2Z-7938 ,1
двутавр XW-63-9LR5-3639 Энергетический,эксперимент XW-63-9LR5-3639 ,1
игла F3-14-SIHM-8993 ,имитация F3-14-SIHM-8993 ,1
олово KN-69-IJI7-0669 ,олово C3-52-2UY6-5742 ,0
кисточка 12-60-I76L-2350 ,кисточка QZ-54-0S4H-1134 ,0
оврископ FD-83-DIBV-6074 Технический,полумесяц FD-83-DIBV-6074 Кибернетический,1
тиски SC-34-PJ2D-3820 Фотографический,тиски SC-34-PJ2D-1820 Фотографический,0
